"1879058743","1879063823","Haverdasher","2","null","0","null","Eyegouger's Basement","Harbor","Party","House Kundarak","204","364","388","412","0","0","0","0","15","null","null"
"1879058746","1879063819","Necromancer's Doom","1","null","0","null","Decrepit Catacombs","Korthos Island","Party","House Jorasco","178","320","342","364","0","0","0","0","15","null","null"
"1879058749","1879063820","Information is Key","2","null","0","null","Osgood's Basement","Harbor","Party","House Phiarlan","540","980","1060","1140","0","0","0","0","50","null","null"
"1879058752","1879063821","Bringing the Light","2","null","0","null","Gamblers' Den","Harbor","Party","The Silver Flame","168","298","316","334","0","0","0","0","15","null","null"
"1879058755","1879063822","Recovering the Lost Tome","2","null","0","null","Fallowcrest Library","Harbor","Party","The Coin Lords","475","862","932","1001","0","0","0","0","40","null","null"
"1879058769","1879058797","Archer Point Defense","5","null","0","null","Archer Point","Marketplace","Party","The Coin Lords","434","772","820","868","0","0","0","0","30","null","null"
"1879058773","1879058805","The Smuggler's Warehouse","2","null","0","null","Smuggler's Warehouse","Harbor","Party","The Free Agents","384","694","748","802","0","0","0","0","45","null","null"
"1879058809","1879058828","Stealthy Repossession","2","null","0","null","Cultists' Shrine","Harbor","Party","The Free Agents","535","972","1052","1131","0","0","0","0","35","null","null"
"1879058845","1879058804","Missing in Action","2","null","0","null","The Foul Chambers","Marketplace","Party","The Coin Lords","284","510","548","585","0","0","0","0","35","null","null"
"1879058851","1879058866","Rest for the Restless","4","null","0","null","Vault of the Restless","House Phiarlan Enclave","Party","House Phiarlan","578","1036","1108","1180","0","0","0","0","45","null","null"
"1879058854","1879058827","Durk's Got A Secret","2","null","0","null","Den of the Kobold Brothers","Harbor","Party","The Free Agents","499","906","980","1053","0","0","0","0","55","null","null"
"1879058859","1879058864","The Sunken Sewer","2","null","0","null","The Sunken Sewer","Marketplace","Party","The Coin Lords","276","496","532","568","0","0","0","0","30","null","null"
"1879058869","1879058826","Walk the Butcher's Path","2","null","0","null","The Butcher's Path","Harbor","Party","The Free Agents","631","1148","1244","1339","0","0","0","0","65","null","null"
"1879058887","1879058835","Irestone Inlet","1","null","0","null","Irestone Inlet","Harbor","Party","The Coin Lords","276","500","540","580","0","0","0","0","30","null","null"
"1879058890","1879060011","Stormcleave Outpost","8","null","0","null","Stormcleave Outpost","House Deneith Enclave","Party","House Deneith","2056","3636","3844","4052","0","0","0","0","120","null","null"
"1879058920","1879063454","Caged Trolls","6","null","0","null","Emerald Claw's Laboratory","House Phiarlan Enclave","Party","House Phiarlan","463","820","868","916","0","0","0","0","30","null","null"
"1879059023","1879059202","The Stones Run Red","5","null","1","Three-Barrel Cove","The Fire Caves","Three Barrel Cove","Party","The Free Agents","2140","3833","4100","4366","0","0","0","0","80","null","null"
"1879059024","1879059202","Brood of Flame","5","null","1","Three-Barrel Cove","The Fire Caves","Three Barrel Cove","Party","The Free Agents","1230","2200","2350","2500","0","0","0","0","45","null","null"
"1879059099","1879059203","The Troglodytes' Get","6","null","1","Three-Barrel Cove","Garl's Tomb","Three Barrel Cove","Party","The Free Agents","1320","2350","2500","2650","0","0","0","0","45","null","null"
"1879059101","1879059203","Old Grey Garl","7","25","1","Three-Barrel Cove","Garl's Tomb","null","Party","The Free Agents","1908","3385","3590","3796","14188","18622","18930","19238","55","null","null"
"1879059111","1879062915","Dead Predators","6","null","0","null","The Dead Halls","House Jorasco Enclave","Party","House Jorasco","367","650","686","723","0","0","0","0","25","null","null"
"1879059113","1879062916","Taming the Flames","7","null","0","null","The Scorched Caverns","House Kundarak Enclave","Party","House Kundarak","996","1764","1868","1972","0","0","0","0","60","null","null"
"1879059125","1879059201","Three-Barrel Cove","5","25","1","Three-Barrel Cove","Three-Barrel Cove","null","Party","null","247","436","460","484","8802","9374","9410","9446","30","null","null"
"1879059175","1879060009","Redwillow's Ruins","6","null","0","null","Redwillow's Ruins","House Jorasco Enclave","Party","House Jorasco","1168","2080","2212","2344","0","0","0","0","90","null","null"
"1879059254","1879062963","Purge the Heretics","6","null","0","null","Hidden Chapel","House Phiarlan Enclave","Party","House Phiarlan","367","650","686","723","0","0","0","0","25","null","null"
"1879059625","1879059997","Caverns of Korromar","8","null","0","null","Caverns of Korromar","House Kundarak Enclave","Party","House Kundarak","1212","2140","2260","2380","0","0","0","0","60","null","null"
"1879059679","1879059853","Redemption","1","null","0","null","Cannith Manufactury","Korthos Island","Party","The Coin Lords","297","540","584","628","0","0","0","0","30","null","null"
"1879059684","1879059808","The Storehouse's Secret","1","null","0","null","Village Storehouse","Korthos Island","Party","The Coin Lords","146","260","276","292","0","0","0","0","15","null","null"
"1879059685","1879059852","Heyton's Rest","1","null","0","null","Heyton Family Crypt","Korthos Island","Party","The Coin Lords","175","313","334","356","0","0","0","0","20","null","null"
"1879059700","1879059927","Stopping the Sahuagin","1","null","0","null","Underground Complex","Korthos Island","Party","The Coin Lords","297","540","584","628","0","0","0","0","30","null","null"
"1879059918","1879060012","Gwylan's Stand","7","null","0","null","Gwylan's Stand","House Phiarlan Enclave","Party","House Phiarlan","2220","3940","4180","4420","0","0","0","0","120","null","null"
"1879060306","1879061709","Tempest's Spine","10","null","0","null","Tempest's Spine","House Jorasco Enclave","Raid","House Jorasco","0","6484","6820","7156","0","0","0","0","120","null","1879214052"
"1879061682","1879061697","Haunted Library","8","null","0","null","Haunted Library","House Jorasco Enclave","Party","House Jorasco","1672","2956","3124","3292","0","0","0","0","90","null","null"
"1879061831","1879058767","Seek Dryden's Counsel","2","23","0","null","Dryden's Chamber","null","Party","null","60","100","100","100","8089","8150","8150","8150","0","null","null"
"1879061833","1879061420","The Depths of Despair","4","null","0","null","The Depths of Despair","House Deneith Enclave","Party","House Deneith","362","646","688","730","0","0","0","0","35","null","null"
"1879061837","1879061421","The Depths of Darkness","4","null","0","null","The Depths of Darkness","House Deneith Enclave","Party","House Deneith","448","802","856","910","0","0","0","0","45","null","null"
"1879061838","1879063456","The Depths of Discord","5","null","0","null","The Depths of Discord","House Deneith Enclave","Party","House Deneith","481","856","910","964","0","0","0","0","45","null","null"
"1879061839","1879063455","The Depths of Doom","5","null","0","null","The Depths of Doom","House Deneith Enclave","Party","House Deneith","434","772","820","868","0","0","0","0","40","null","null"
"1879062629","1879062765","Combat Training","1","null","0","null","Stealth Training Area","null","Solo","null","81","140","144","148","0","0","0","0","5","null","null"
"1879062631","1879062763","Advanced Movement Training","1","null","0","null","Movement Training Area","null","Solo","null","81","140","144","148","0","0","0","0","5","null","null"
"1879062750","1879062765","Lockpick and Disable Training","1","null","0","null","Stealth Training Area","null","Solo","null","81","140","144","148","0","0","0","0","5","null","null"
"1879062752","1879062767","Cleric Training","1","null","0","null","Divine Magic Training Area","null","Solo","null","81","140","144","148","0","0","0","0","5","null","null"
"1879062754","1879062768","Arcane Spell Training","1","null","0","null","Magical Training Area","null","Solo","null","81","140","144","148","0","0","0","0","5","null","null"
"1879062875","1879062747","Ruined Halls","6","null","0","null","Ruined Halls","House Kundarak Enclave","Party","House Kundarak","765","1360","1444","1528","0","0","0","0","45","null","null"
"1879062905","1879062746","The Chamber of Insanity","5","null","0","null","Chamber of Insanity","House Kundarak Enclave","Party","House Kundarak","496","884","940","996","0","0","0","0","35","null","null"
"1879062949","1879062748","The Lair of Summoning","5","null","0","null","Lair of Summoning","House Kundarak Enclave","Party","House Kundarak","559","996","1060","1124","0","0","0","0","40","null","null"
"1879062956","1879062749","The Forgotten Caverns","6","null","0","null","Forgotten Caverns","House Kundarak Enclave","Party","House Kundarak","614","1090","1156","1222","0","0","0","0","45","null","null"
"1879064326","1879069580","The Church and the Cult","9","null","0","null","Temple of Vol","House Phiarlan Enclave","Party","The Silver Flame","1011","1780","1873","1966","0","0","0","0","70","null","null"
"1879065083","1879064897","Euphonia's Mission","1","null","0","null","Euphonia's Challenge","Harbor","Solo","null","124","220","232","244","0","0","0","0","15","null","null"
"1879065431","1879066157","Combat Training","1","null","0","null","Combat Training Area","null","Solo","null","66","112","113","114","0","0","0","0","1","null","null"
"1879065458","1879061475","Ruins of Threnal","8","null","1","The Ruins of Threnal","The Ruins of Threnal","null","Party","null","636","1120","1180","1240","0","0","0","0","45","null","null"
"1879065471","1879062766","Stealth Training","1","null","0","null","Stealth Training Area","null","Solo","null","66","112","113","114","0","0","0","0","1","null","null"
"1879065483","1879065525","Combat Magic Training","1","null","0","null","Combat Magic Training Area","null","Solo","null","66","112","113","114","0","0","0","0","1","null","null"
"1879065484","1879065524","Healing Magic Training","1","null","0","null","Healing Magic Room","null","Solo","null","66","112","113","114","0","0","0","0","1","null","null"
"1879066420","1879059470","The Steam Tunnels","3","null","0","null","The Steam Tunnels","null","Party","null","297","532","568","604","0","0","0","0","30","null","null"
"1879067762","1879066759","Postern Gate Wilds","1","null","0","null","Postern Gate Wilds","null","Party","null","276","500","540","580","0","0","0","0","30","null","null"
"1879069311","1879058666","The Xorian Cipher","8","null","0","null","The Xorian Cipher","House Jorasco Enclave","Party","House Jorasco","2556","4520","4780","5040","0","0","0","0","150","null","null"
"1879069516","1879059474","The Tear of Dhakaan","7","null","0","null","Arzag-Khor Sewer","House Phiarlan Enclave","Party","House Kundarak","2220","3940","4180","4420","0","0","0","0","150","null","null"
"1879069569","1879058662","The Path to Madness","8","null","0","null","The Path to Madness","House Jorasco Enclave","Party","House Jorasco","392","689","724","758","0","0","0","0","20","null","null"
"1879069585","1879069579","Haywire Foundry","9","22","1","The Vault of Night","The Haywire Foundry","Vault of Night","Party","House Kundarak","2834","4996","5268","5540","15433","20798","21206","21614","120","null","null"
"1879069587","1879069578","Tharashk Arena","8","21","1","The Vault of Night","Tharashk Arena","Vault of Night","Party","House Kundarak","1135","2004","2116","2228","11013","13190","13358","13526","60","null","null"
"1879069630","1879063704","The Pit","7","null","0","null","The Pit","House Deneith Enclave","Party","House Deneith","4380","7780","8260","8740","0","0","0","0","240","null","null"
"1879069676","1879069790","Stromvauld's Mine","8","null","0","null","Stromvauld's Mine","House Deneith Enclave","Party","House Kundarak","1557","2752","2908","3064","0","0","0","0","90","null","null"
"1879069681","1879069724","Gateway to Khyber","9","null","1","The Vault of Night","Blackheart Encampment","Vault of Night","Party","House Kundarak","413","724","758","793","0","0","0","0","20","null","null"
"1879069683","1879069762","The Jungle of Khyber","9","22","1","The Vault of Night","Jungles of Khyber","Vault of Night","Party","House Kundarak","4439","7828","8257","8686","19681","28114","28758","29402","230","null","null"
"1879069869","1879058861","The Graverobber","7","null","0","null","The Lightfoot Residence","House Jorasco Enclave","Party","House Jorasco","1140","2020","2140","2260","0","0","0","0","60","null","null"
"1879069888","1879069882","The Vault of Night","10","22","1","The Vault of Night","Vault of Night","Vault of Night","Raid","House Kundarak","0","11500","12100","12700","0","36050","36950","37850","250","null","1879069888"
"1879069900","1879070502","Plane of Night","10","22","1","The Vault of Night","Plane of Night","Vault of Night","Raid","House Kundarak","0","2000","2100","2200","0","12800","12950","13100","50","null","1879069900"
"1879069901","1879069946","The Prisoner","8","21","1","The Vault of Night","Prison of the Mind","Vault of Night","Party","House Kundarak","1788","3160","3340","3520","12787","16250","16520","16790","90","null","null"
"1879069940","1879063726","Kobold Island","1","null","0","null","Test Pathing Test","null","Party","null","96","166","173","180","0","0","0","0","5","null","null"
"1879069964","1879070059","The Bounty Hunter","6","null","0","null","Knave's Hollow","House Deneith Enclave","Party","House Deneith","732","1300","1380","1460","0","0","0","0","60","null","null"
"1879070058","1879062994","qa test","1","null","0","null","Zoo","null","Party","null","168","300","320","340","0","0","0","0","15","null","null"
"1879070450","1879062768","Vartogs Challenge - 2 Rooms","10","null","0","null","Magical Training Area","null","Party","null","384","670","700","730","0","0","0","0","15","null","null"
"1879070452","1879062768","Vartog's Challenge - 3 rooms","10","null","0","null","Magical Training Area","null","Party","null","492","860","900","940","0","0","0","0","20","null","null"
"1879070453","1879062768","Vartog's Challenge - 4 rooms","10","null","0","null","Magical Training Area","null","Party","null","708","1240","1300","1360","0","0","0","0","30","null","null"
"1879070454","1879062768","Vartog's Challenge - 5 rooms","10","null","0","null","Magical Training Area","null","Party","null","1032","1810","1900","1990","0","0","0","0","45","null","null"
"1879070455","1879062768","Vartog's Challenge - 6 rooms","10","null","0","null","Magical Training Area","null","Party","null","1356","2380","2500","2620","0","0","0","0","60","null","null"
"1879070489","1879070501","Invaders!","12","null","0","null","The Waterworks","Harbor","Party","The Coin Lords","2460","4300","4500","4700","0","0","0","0","100","null","null"
"1879070728","1879070994","A Relic of a Sovereign Past","12","null","0","null","Black Anvil Mines","House Kundarak Enclave","Party","House Deneith","3260","5700","5966","6233","0","0","0","0","100","null","null"
"1879070741","1879070678","The Restless Isles","10","null","1","The Restless Isles","Restless Isles","null","Party","The Free Agents","924","1620","1700","1780","0","0","0","0","60","null","null"
"1879070752","1879070819","An Explosive Situation","3","null","0","null","Sharpwood's Warehouse","Harbor","Solo","The Coin Lords","156","276","290","305","0","0","0","0","10","null","null"
"1879070754","1879070820","Arachnophobia","2","null","0","null","Jorn Family Crypt","Harbor","Solo","The Coin Lords","123","217","228","238","0","0","0","0","10","null","null"
"1879070756","1879070821","Home Sweet Sewer","3","null","0","null","Scrag's Sewer","Harbor","Solo","The Coin Lords","130","228","238","249","0","0","0","0","10","null","null"
"1879071010","1879070663","Sylvan Hill","7","null","0","null","The Hill","House Jorasco Enclave","Party","null","294","516","542","568","0","0","0","0","15","null","null"
"1879071165","1879071902","Bring Me the Head of Ghola-Fan!","10","null","1","The Restless Isles","Ghola-Fan's Compound","Restless Isles","Party","The Free Agents","2220","3900","4100","4300","0","0","0","0","100","null","null"
